location,date,total_vaccinations,longitude,latitude
Ecuador,28/06/2021,4676242,-78.525,-0.2299
Ecuador,28/07/2021,11590422,-78.525,-0.2299
Ecuador,28/08/2021,19000304,-78.525,-0.2299
Ecuador,28/09/2021,20773286,-78.525,-0.2299
Ecuador,28/10/2021,22475765,-78.525,-0.2299
Ecuador,28/11/2021,24979864,-78.525,-0.2299
Ecuador,28/12/2021,27411962,-78.525,-0.2299
Ecuador,29/01/2021,7091,-78.525,-0.2299
Ecuador,29/03/2021,444516,-78.525,-0.2299
Ecuador,29/04/2021,1433868,-78.525,-0.2299
Ecuador,29/05/2021,2816614,-78.525,-0.2299
Ecuador,29/06/2021,4740784,-78.525,-0.2299
Ecuador,29/07/2021,11908158,-78.525,-0.2299
Ecuador,29/08/2021,19115351,-78.525,-0.2299
Ecuador,29/09/2021,20841350,-78.525,-0.2299
Ecuador,29/10/2021,22586066,-78.525,-0.2299
Ecuador,29/11/2021,25093846,-78.525,-0.2299
Ecuador,29/12/2021,27501719,-78.525,-0.2299
Ecuador,30/01/2021,7091,-78.525,-0.2299
Ecuador,30/03/2021,456084,-78.525,-0.2299
Ecuador,30/04/2021,1502538,-78.525,-0.2299
Ecuador,30/05/2021,2837640,-78.525,-0.2299
Ecuador,30/06/2021,4821053,-78.525,-0.2299
Ecuador,30/07/2021,12233843,-78.525,-0.2299
Ecuador,30/08/2021,19296406,-78.525,-0.2299
Ecuador,30/09/2021,20896804,-78.525,-0.2299
Ecuador,30/10/2021,22594076,-78.525,-0.2299
Ecuador,30/11/2021,25200571,-78.525,-0.2299
Ecuador,30/12/2021,27561198,-78.525,-0.2299
Ecuador,31/01/2021,7133,-78.525,-0.2299
Ecuador,31/03/2021,468665,-78.525,-0.2299
Ecuador,31/05/2021,2896575,-78.525,-0.2299
Ecuador,31/07/2021,12477610,-78.525,-0.2299
Ecuador,31/08/2021,19456354,-78.525,-0.2299
Ecuador,31/10/2021,22597171,-78.525,-0.2299
Ecuador,31/12/2021,27566331,-78.525,-0.2299
Estonia,01/01/2021,194,24.7535,59.437
Estonia,01/10/2021,1438957,24.7535,59.437
Estonia,02/04/2021,302676,24.7535,59.437
Estonia,02/07/2021,1010001,24.7535,59.437
Estonia,03/09/2021,1343684,24.7535,59.437
Estonia,03/12/2021,1752608,24.7535,59.437
Estonia,04/02/2022,2000446,24.7535,59.437
Estonia,04/03/2022,2028326,24.7535,59.437
Estonia,04/06/2021,784332,24.7535,59.437
Estonia,05/02/2021,54751,24.7535,59.437
Estonia,05/03/2021,149668,24.7535,59.437
Estonia,05/11/2021,1599946,24.7535,59.437
Estonia,06/08/2021,1215140,24.7535,59.437
Estonia,07/01/2022,1911704,24.7535,59.437
Estonia,07/05/2021,545813,24.7535,59.437
Estonia,08/01/2021,11149,24.7535,59.437
Estonia,08/10/2021,1454148,24.7535,59.437
Estonia,09/04/2021,342172,24.7535,59.437
Estonia,09/07/2021,1054536,24.7535,59.437
Estonia,10/09/2021,1368510,24.7535,59.437
Estonia,10/12/2021,1788215,24.7535,59.437
Estonia,11/02/2022,2009331,24.7535,59.437
Estonia,11/03/2022,2032960,24.7535,59.437
Estonia,11/06/2021,854244,24.7535,59.437
Estonia,12/02/2021,69992,24.7535,59.437
Estonia,12/03/2021,195332,24.7535,59.437
Estonia,12/11/2021,1642879,24.7535,59.437
Estonia,13/08/2021,1255327,24.7535,59.437
Estonia,14/01/2022,1944350,24.7535,59.437
Estonia,14/05/2021,594328,24.7535,59.437
Estonia,15/01/2021,18691,24.7535,59.437
Estonia,15/10/2021,1471726,24.7535,59.437
Estonia,16/04/2021,382551,24.7535,59.437
Estonia,16/07/2021,1093427,24.7535,59.437
Estonia,17/09/2021,1394989,24.7535,59.437
Estonia,17/12/2021,1826719,24.7535,59.437
Estonia,18/02/2022,2016502,24.7535,59.437
Estonia,18/03/2022,2036330,24.7535,59.437
Estonia,18/06/2021,926411,24.7535,59.437
Estonia,19/02/2021,90761,24.7535,59.437
Estonia,19/03/2021,229691,24.7535,59.437
Estonia,19/11/2021,1683754,24.7535,59.437
Estonia,20/08/2021,1285597,24.7535,59.437
Estonia,21/01/2022,1969255,24.7535,59.437
Estonia,21/05/2021,658168,24.7535,59.437
Estonia,22/01/2021,26774,24.7535,59.437
Estonia,22/10/2021,1499337,24.7535,59.437
Estonia,23/04/2021,421463,24.7535,59.437
Estonia,23/07/2021,1139029,24.7535,59.437
Estonia,24/09/2021,1421836,24.7535,59.437
Estonia,24/12/2021,1854081,24.7535,59.437
Estonia,25/02/2022,2022628,24.7535,59.437
Estonia,25/06/2021,958684,24.7535,59.437
Estonia,26/02/2021,115352,24.7535,59.437
Estonia,26/03/2021,261070,24.7535,59.437
Estonia,26/11/2021,1718815,24.7535,59.437
Estonia,27/08/2021,1317775,24.7535,59.437
Estonia,28/01/2022,1987894,24.7535,59.437
Estonia,28/05/2021,722654,24.7535,59.437
Estonia,29/01/2021,39567,24.7535,59.437
Estonia,29/10/2021,1545543,24.7535,59.437
Estonia,30/04/2021,476327,24.7535,59.437
Estonia,30/07/2021,1175076,24.7535,59.437
Estonia,31/12/2021,1880565,24.7535,59.437
Finland,01/01/2021,29,24.9402,60.1692
Finland,01/10/2021,7713387,24.9402,60.1692
Finland,02/04/2021,1089546,24.9402,60.1692
Finland,02/07/2021,4548707,24.9402,60.1692
Finland,03/09/2021,7043911,24.9402,60.1692
Finland,03/12/2021,8772390,24.9402,60.1692
Finland,04/02/2022,11406995,24.9402,60.1692
Finland,04/03/2022,11619385,24.9402,60.1692
Finland,04/06/2021,3270287,24.9402,60.1692
Finland,05/02/2021,233336,24.9402,60.1692
Finland,05/03/2021,592882,24.9402,60.1692
Finland,05/11/2021,8306157,24.9402,60.1692
Finland,06/08/2021,5944990,24.9402,60.1692
Finland,07/01/2022,10189705,24.9402,60.1692
Finland,07/05/2021,2183511,24.9402,60.1692
Finland,08/01/2021,21694,24.9402,60.1692
Finland,08/10/2021,7852489,24.9402,60.1692
Finland,09/04/2021,1263716,24.9402,60.1692
Finland,09/07/2021,4862976,24.9402,60.1692
Finland,10/09/2021,7247016,24.9402,60.1692
Finland,10/12/2021,8968423,24.9402,60.1692
Finland,11/02/2022,11484006,24.9402,60.1692
Finland,11/03/2022,11648860,24.9402,60.1692
Finland,11/06/2021,3615197,24.9402,60.1692
Finland,12/02/2021,290147,24.9402,60.1692
Finland,12/03/2021,717403,24.9402,60.1692
Finland,12/11/2021,8393929,24.9402,60.1692
Finland,13/08/2021,6250846,24.9402,60.1692
Finland,14/01/2022,10656300,24.9402,60.1692
Finland,14/05/2021,2420676,24.9402,60.1692
Finland,15/01/2021,62547,24.9402,60.1692
Finland,15/10/2021,7987609,24.9402,60.1692
Finland,16/04/2021,1501792,24.9402,60.1692
Finland,16/07/2021,5132790,24.9402,60.1692
Finland,17/09/2021,7393654,24.9402,60.1692
Finland,17/12/2021,9269809,24.9402,60.1692
Finland,18/02/2022,11537940,24.9402,60.1692
Finland,18/03/2022,11675273,24.9402,60.1692
Finland,18/06/2021,3960108,24.9402,60.1692
Finland,19/02/2021,375167,24.9402,60.1692
Finland,19/03/2021,845106,24.9402,60.1692
Finland,19/11/2021,8492735,24.9402,60.1692
Finland,20/08/2021,6553812,24.9402,60.1692
Finland,21/01/2022,11032111,24.9402,60.1692
Finland,21/05/2021,2697171,24.9402,60.1692
Finland,22/01/2021,120745,24.9402,60.1692
Finland,22/10/2021,8099807,24.9402,60.1692
Finland,23/04/2021,1724009,24.9402,60.1692
Finland,23/07/2021,5405764,24.9402,60.1692
Finland,24/09/2021,7554684,24.9402,60.1692
Finland,24/12/2021,9494499,24.9402,60.1692
Finland,25/02/2022,11582986,24.9402,60.1692
Finland,25/03/2022,11675692,24.9402,60.1692
Finland,25/06/2021,4222610,24.9402,60.1692
Finland,26/02/2021,478627,24.9402,60.1692
Finland,26/03/2021,955791,24.9402,60.1692
Finland,26/11/2021,8613719,24.9402,60.1692
Finland,27/08/2021,6808315,24.9402,60.1692
Finland,28/01/2022,11273619,24.9402,60.1692
Finland,28/05/2021,2970683,24.9402,60.1692
Finland,29/01/2021,177281,24.9402,60.1692
Finland,29/10/2021,8216958,24.9402,60.1692
Finland,30/04/2021,1938675,24.9402,60.1692
Finland,30/07/2021,5679813,24.9402,60.1692
Finland,31/12/2021,9789103,24.9402,60.1692
France,01/01/2021,3507,2.1900,48.8534
France,01/01/2022,123995614,2.1900,48.8534
France,01/02/2021,1800382,2.1900,48.8534
France,01/02/2022,136951213,2.1900,48.8534
France,01/03/2021,4868550,2.1900,48.8534
France,01/03/2022,140857885,2.1900,48.8534
France,01/04/2021,12139768,2.1900,48.8534
France,01/05/2021,22730347,2.1900,48.8534
France,01/06/2021,38098122,2.1900,48.8534
France,01/07/2021,55856538,2.1900,48.8534
France,01/08/2021,74806505,2.1900,48.8534
France,01/09/2021,89055296,2.1900,48.8534
France,01/10/2021,95810914,2.1900,48.8534
France,01/11/2021,99842761,2.1900,48.8534
France,01/12/2021,106964515,2.1900,48.8534
France,02/01/2021,3856,2.1900,48.8534
France,02/01/2022,124071688,2.1900,48.8534
France,02/02/2021,1907258,2.1900,48.8534
France,02/02/2022,137186139,2.1900,48.8534
France,02/03/2021,5036122,2.1900,48.8534
France,02/03/2022,140921812,2.1900,48.8534
France,02/04/2021,12513133,2.1900,48.8534
France,02/05/2021,22859845,2.1900,48.8534
France,02/06/2021,38749614,2.1900,48.8534
France,02/07/2021,56606644,2.1900,48.8534
France,02/08/2021,75383765,2.1900,48.8534
France,02/09/2021,89441203,2.1900,48.8534
France,02/10/2021,95949239,2.1900,48.8534
France,02/11/2021,100001297,2.1900,48.8534
France,02/12/2021,107586015,2.1900,48.8534
France,03/01/2021,4250,2.1900,48.8534
France,03/01/2022,124684062,2.1900,48.8534
France,03/02/2021,2016581,2.1900,48.8534
France,03/02/2022,137396907,2.1900,48.8534
France,03/03/2021,5217958,2.1900,48.8534
France,03/03/2022,140962482,2.1900,48.8534
France,03/04/2021,12715968,2.1900,48.8534
France,03/05/2021,23318796,2.1900,48.8534
France,03/06/2021,39473861,2.1900,48.8534
France,03/07/2021,57118138,2.1900,48.8534
France,03/08/2021,76028926,2.1900,48.8534
France,03/09/2021,89881829,2.1900,48.8534
France,03/10/2021,95967582,2.1900,48.8534
France,03/11/2021,100197451,2.1900,48.8534
France,03/12/2021,108301276,2.1900,48.8534
France,04/01/2021,6324,2.1900,48.8534
France,04/01/2022,125475485,2.1900,48.8534
France,04/02/2021,2148748,2.1900,48.8534
France,04/02/2022,137713932,2.1900,48.8534
France,04/03/2021,5450527,2.1900,48.8534
France,04/03/2022,141017533,2.1900,48.8534
France,04/04/2021,12780950,2.1900,48.8534
France,04/05/2021,23859752,2.1900,48.8534
France,04/06/2021,40235653,2.1900,48.8534
France,04/07/2021,57316345,2.1900,48.8534
France,04/08/2021,76625148,2.1900,48.8534
France,04/09/2021,90201738,2.1900,48.8534
France,04/10/2021,96113332,2.1900,48.8534
France,04/11/2021,100366026,2.1900,48.8534
France,04/12/2021,108716755,2.1900,48.8534
France,05/01/2021,13134,2.1900,48.8534
France,05/01/2022,126189269,2.1900,48.8534
France,05/02/2021,2262386,2.1900,48.8534
France,05/02/2022,137919502,2.1900,48.8534
France,05/03/2021,5714615,2.1900,48.8534
France,05/03/2022,141051582,2.1900,48.8534
France,05/04/2021,12855214,2.1900,48.8534
France,05/05/2021,24412453,2.1900,48.8534
France,05/06/2021,40729929,2.1900,48.8534
France,05/07/2021,57905385,2.1900,48.8534
France,05/08/2021,77221594,2.1900,48.8534
France,05/09/2021,90272324,2.1900,48.8534
France,05/10/2021,96271778,2.1900,48.8534
France,05/11/2021,100592603,2.1900,48.8534
France,05/12/2021,108833080,2.1900,48.8534
France,06/01/2021,25409,2.1900,48.8534
France,06/01/2022,126980457,2.1900,48.8534
France,06/02/2021,2295999,2.1900,48.8534
France,06/02/2022,137960279,2.1900,48.8534
France,06/03/2021,5940314,2.1900,48.8534
France,06/03/2022,141056271,2.1900,48.8534
France,06/04/2021,13180277,2.1900,48.8534
France,06/05/2021,25032425,2.1900,48.8534
France,06/06/2021,40912470,2.1900,48.8534
France,06/07/2021,58578461,2.1900,48.8534
France,06/08/2021,77854650,2.1900,48.8534
France,06/09/2021,90560219,2.1900,48.8534
France,06/10/2021,96458695,2.1900,48.8534
France,06/11/2021,100713388,2.1900,48.8534
France,06/12/2021,109419440,2.1900,48.8534
France,07/01/2021,54840,2.1900,48.8534
France,07/01/2022,127861921,2.1900,48.8534
France,07/02/2021,2306227,2.1900,48.8534
France,07/02/2022,138170840,2.1900,48.8534
France,07/03/2021,6066954,2.1900,48.8534
France,07/03/2022,141081387,2.1900,48.8534
France,07/04/2021,13555752,2.1900,48.8534
France,07/05/2021,25663344,2.1900,48.8534
France,07/06/2021,41514628,2.1900,48.8534
France,07/07/2021,59232383,2.1900,48.8534
France,07/08/2021,78246736,2.1900,48.8534
France,07/09/2021,90853861,2.1900,48.8534
France,07/10/2021,96616341,2.1900,48.8534
France,07/11/2021,100725185,2.1900,48.8534
France,07/12/2021,110181232,2.1900,48.8534
France,08/01/2021,91948,2.1900,48.8534
France,08/01/2022,128397850,2.1900,48.8534
France,08/02/2021,2399129,2.1900,48.8534
France,08/02/2022,138388151,2.1900,48.8534
France,08/03/2021,6224769,2.1900,48.8534
France,08/03/2022,141108075,2.1900,48.8534
France,08/04/2021,14014752,2.1900,48.8534
France,08/05/2021,25952595,2.1900,48.8534
France,08/06/2021,42200808,2.1900,48.8534
France,08/07/2021,59889906,2.1900,48.8534
France,08/08/2021,78384341,2.1900,48.8534
France,08/09/2021,91178346,2.1900,48.8534
France,08/10/2021,96834166,2.1900,48.8534
France,08/11/2021,100910416,2.1900,48.8534
France,08/12/2021,110891741,2.1900,48.8534
France,09/01/2021,103156,2.1900,48.8534
France,09/01/2022,128562874,2.1900,48.8534
France,09/02/2021,2537618,2.1900,48.8534
France,09/02/2022,138615311,2.1900,48.8534
France,09/03/2021,6453812,2.1900,48.8534
France,09/03/2022,141139084,2.1900,48.8534
France,09/04/2021,14541225,2.1900,48.8534
France,09/05/2021,26129134,2.1900,48.8534
France,09/06/2021,42862685,2.1900,48.8534
France,09/07/2021,60630590,2.1900,48.8534
France,09/08/2021,78904159,2.1900,48.8534
France,09/09/2021,91452370,2.1900,48.8534
France,09/10/2021,96959942,2.1900,48.8534
France,09/11/2021,101139051,2.1900,48.8534
France,09/12/2021,111674763,2.1900,48.8534
France,10/01/2021,109143,2.1900,48.8534
France,10/01/2022,129150970,2.1900,48.8534
France,10/02/2021,2685344,2.1900,48.8534
France,10/02/2022,138810586,2.1900,48.8534
France,10/03/2021,6689874,2.1900,48.8534
France,10/03/2022,141161511,2.1900,48.8534
France,10/04/2021,14836463,2.1900,48.8534
France,10/05/2021,26672197,2.1900,48.8534
France,10/06/2021,43557365,2.1900,48.8534
France,10/07/2021,61119871,2.1900,48.8534
France,10/08/2021,79490698,2.1900,48.8534
France,10/09/2021,91786647,2.1900,48.8534
France,10/10/2021,96975034,2.1900,48.8534
France,10/11/2021,101412227,2.1900,48.8534
France,10/12/2021,112550729,2.1900,48.8534
France,11/01/2021,149060,2.1900,48.8534
France,11/01/2022,129838518,2.1900,48.8534
France,11/02/2021,2871655,2.1900,48.8534
France,11/02/2022,139093156,2.1900,48.8534
France,11/03/2021,6995676,2.1900,48.8534
France,11/03/2022,141194763,2.1900,48.8534
France,11/04/2021,14927064,2.1900,48.8534
France,11/05/2021,27335349,2.1900,48.8534
France,11/06/2021,44302438,2.1900,48.8534
France,11/07/2021,61290392,2.1900,48.8534
France,11/08/2021,80032019,2.1900,48.8534
France,11/09/2021,92034194,2.1900,48.8534
France,11/10/2021,97116420,2.1900,48.8534
France,11/11/2021,101435445,2.1900,48.8534
France,11/12/2021,113082932,2.1900,48.8534
France,12/01/2021,211159,2.1900,48.8534
France,12/01/2022,130422321,2.1900,48.8534
France,12/02/2021,3025252,2.1900,48.8534
France,12/02/2022,139268275,2.1900,48.8534
France,12/03/2021,7343865,2.1900,48.8534
France,12/03/2022,141218432,2.1900,48.8534
France,12/04/2021,15279106,2.1900,48.8534
France,12/05/2021,28003809,2.1900,48.8534
France,12/06/2021,44797335,2.1900,48.8534
France,12/07/2021,61939206,2.1900,48.8534
France,12/08/2021,80583555,2.1900,48.8534
France,12/09/2021,92081769,2.1900,48.8534
France,12/10/2021,97272645,2.1900,48.8534
France,12/11/2021,101703329,2.1900,48.8534
France,12/12/2021,113254243,2.1900,48.8534
France,13/01/2021,276213,2.1900,48.8534
France,13/01/2022,131036617,2.1900,48.8534
France,13/02/2021,3067123,2.1900,48.8534
France,13/02/2022,139303310,2.1900,48.8534
France,13/03/2021,7590497,2.1900,48.8534
France,13/03/2022,141221693,2.1900,48.8534
France,13/04/2021,15733269,2.1900,48.8534
France,13/05/2021,28399684,2.1900,48.8534
France,13/06/2021,44976350,2.1900,48.8534
France,13/07/2021,62755716,2.1900,48.8534
France,13/08/2021,81114888,2.1900,48.8534
France,13/09/2021,92313632,2.1900,48.8534
France,13/10/2021,97449649,2.1900,48.8534
France,13/11/2021,101836956,2.1900,48.8534
France,13/12/2021,113955442,2.1900,48.8534
France,14/01/2021,359357,2.1900,48.8534
France,14/01/2022,131747278,2.1900,48.8534
France,14/02/2021,3079431,2.1900,48.8534
France,14/02/2022,139491901,2.1900,48.8534
France,14/03/2021,7657244,2.1900,48.8534
France,14/03/2022,141245297,2.1900,48.8534
France,14/04/2021,16167103,2.1900,48.8534
France,14/05/2021,29022031,2.1900,48.8534
France,14/06/2021,45574209,2.1900,48.8534
France,14/07/2021,63094713,2.1900,48.8534
France,14/08/2021,81458238,2.1900,48.8534
France,14/09/2021,92572364,2.1900,48.8534
France,14/10/2021,97601328,2.1900,48.8534
France,14/11/2021,101850408,2.1900,48.8534
France,14/12/2021,114868656,2.1900,48.8534
France,15/01/2021,428332,2.1900,48.8534
France,15/01/2022,132176878,2.1900,48.8534
France,15/02/2021,3194092,2.1900,48.8534
France,15/02/2022,139680100,2.1900,48.8534
France,15/03/2021,7848390,2.1900,48.8534
France,15/03/2022,141273530,2.1900,48.8534
France,15/04/2021,16652150,2.1900,48.8534
France,15/05/2021,29491097,2.1900,48.8534
France,15/06/2021,46269374,2.1900,48.8534
France,15/07/2021,63946067,2.1900,48.8534
France,15/08/2021,81547803,2.1900,48.8534
France,15/09/2021,92871970,2.1900,48.8534
France,15/10/2021,97814312,2.1900,48.8534
France,15/11/2021,102070336,2.1900,48.8534
France,15/12/2021,115706945,2.1900,48.8534
France,16/01/2021,448609,2.1900,48.8534
France,16/01/2022,132289762,2.1900,48.8534
France,16/02/2021,3345043,2.1900,48.8534
France,16/02/2022,139852581,2.1900,48.8534
France,16/03/2021,8029400,2.1900,48.8534
France,16/03/2022,141311032,2.1900,48.8534
France,16/04/2021,17137296,2.1900,48.8534
France,16/05/2021,29714717,2.1900,48.8534
France,16/06/2021,46942261,2.1900,48.8534
France,16/07/2021,64823881,2.1900,48.8534
France,16/08/2021,82053328,2.1900,48.8534
France,16/09/2021,93110129,2.1900,48.8534
France,16/10/2021,97926208,2.1900,48.8534
France,16/11/2021,102338052,2.1900,48.8534
France,16/12/2021,116616783,2.1900,48.8534
France,17/01/2021,459629,2.1900,48.8534
France,17/01/2022,132692768,2.1900,48.8534
France,17/02/2021,3498652,2.1900,48.8534
France,17/02/2022,139967821,2.1900,48.8534
France,17/03/2021,8218524,2.1900,48.8534
France,17/03/2022,141338345,2.1900,48.8534
France,17/04/2021,17416172,2.1900,48.8534
France,17/05/2021,30241187,2.1900,48.8534
France,17/06/2021,47633239,2.1900,48.8534
France,17/07/2021,65404171,2.1900,48.8534
France,17/08/2021,82607135,2.1900,48.8534
France,17/09/2021,93395632,2.1900,48.8534
France,17/10/2021,97938855,2.1900,48.8534
France,17/11/2021,102618795,2.1900,48.8534
France,17/12/2021,117586823,2.1900,48.8534
France,18/01/2021,545603,2.1900,48.8534
France,18/01/2022,133148487,2.1900,48.8534
France,18/02/2021,3686995,2.1900,48.8534
France,18/02/2022,140125919,2.1900,48.8534
France,18/03/2021,8430882,2.1900,48.8534
France,18/03/2022,141382593,2.1900,48.8534
France,18/04/2021,17503198,2.1900,48.8534
France,18/05/2021,30855925,2.1900,48.8534
France,18/06/2021,48398389,2.1900,48.8534
France,18/07/2021,65628954,2.1900,48.8534
France,18/08/2021,83132463,2.1900,48.8534
France,18/09/2021,93598899,2.1900,48.8534
France,18/10/2021,98075408,2.1900,48.8534
France,18/11/2021,102877819,2.1900,48.8534
France,18/12/2021,118163614,2.1900,48.8534
France,19/01/2021,676297,2.1900,48.8534
France,19/01/2022,133515950,2.1900,48.8534
France,19/02/2021,3842773,2.1900,48.8534
France,19/02/2022,140220265,2.1900,48.8534
France,19/03/2021,8698218,2.1900,48.8534
France,19/03/2022,141409440,2.1900,48.8534
France,19/04/2021,17847397,2.1900,48.8534
France,19/05/2021,31470697,2.1900,48.8534
France,19/06/2021,48896856,2.1900,48.8534
France,19/07/2021,66341141,2.1900,48.8534
France,19/08/2021,83651507,2.1900,48.8534
France,19/09/2021,93632886,2.1900,48.8534
France,19/10/2021,98221832,2.1900,48.8534
France,19/11/2021,103216243,2.1900,48.8534
France,19/12/2021,118370368,2.1900,48.8534
France,20/01/2021,813957,2.1900,48.8534
France,20/01/2022,133896060,2.1900,48.8534
France,20/02/2021,3889796,2.1900,48.8534
France,20/02/2022,140237027,2.1900,48.8534
France,20/03/2021,8876589,2.1900,48.8534
France,20/03/2022,141412970,2.1900,48.8534
France,20/04/2021,18272765,2.1900,48.8534
France,20/05/2021,32140502,2.1900,48.8534
France,20/06/2021,49073894,2.1900,48.8534
France,20/07/2021,67172186,2.1900,48.8534
France,20/08/2021,84205166,2.1900,48.8534
France,20/09/2021,93821213,2.1900,48.8534
France,20/10/2021,98406217,2.1900,48.8534
France,20/11/2021,103380407,2.1900,48.8534
France,20/12/2021,119091036,2.1900,48.8534
France,21/01/2021,972452,2.1900,48.8534
France,21/01/2022,134356464,2.1900,48.8534
France,21/02/2021,3899488,2.1900,48.8534
France,21/02/2022,140320077,2.1900,48.8534
France,21/03/2021,8929099,2.1900,48.8534
France,21/03/2022,141442667,2.1900,48.8534
France,21/04/2021,18695429,2.1900,48.8534
France,21/05/2021,32806365,2.1900,48.8534
France,21/06/2021,49672380,2.1900,48.8534
France,21/07/2021,67977396,2.1900,48.8534
France,21/08/2021,84548723,2.1900,48.8534
France,21/09/2021,94028120,2.1900,48.8534
France,21/10/2021,98561087,2.1900,48.8534
France,21/11/2021,103397260,2.1900,48.8534
France,21/12/2021,119925376,2.1900,48.8534
France,22/01/2021,1093645,2.1900,48.8534
France,22/01/2022,134637161,2.1900,48.8534
France,22/02/2021,4010103,2.1900,48.8534
France,22/02/2022,140403242,2.1900,48.8534
France,22/03/2021,9133233,2.1900,48.8534
France,22/03/2022,141480182,2.1900,48.8534
France,22/04/2021,19171778,2.1900,48.8534
France,22/05/2021,33233898,2.1900,48.8534
France,22/06/2021,50363901,2.1900,48.8534
France,22/07/2021,68808214,2.1900,48.8534
France,22/08/2021,84668034,2.1900,48.8534
France,22/09/2021,94274116,2.1900,48.8534
France,22/10/2021,98766313,2.1900,48.8534
France,22/11/2021,103633855,2.1900,48.8534
France,22/12/2021,120637793,2.1900,48.8534
France,23/01/2021,1132153,2.1900,48.8534
France,23/01/2022,134701671,2.1900,48.8534
France,23/02/2021,4147977,2.1900,48.8534
France,23/02/2022,140494789,2.1900,48.8534
France,23/03/2021,9425921,2.1900,48.8534
France,23/03/2022,141523014,2.1900,48.8534
France,23/04/2021,19653610,2.1900,48.8534
France,23/05/2021,33410177,2.1900,48.8534
France,23/06/2021,51038662,2.1900,48.8534
France,23/07/2021,69671828,2.1900,48.8534
France,23/08/2021,85167719,2.1900,48.8534
France,23/09/2021,94471375,2.1900,48.8534
France,23/10/2021,98879655,2.1900,48.8534
France,23/11/2021,103934594,2.1900,48.8534
France,23/12/2021,121190466,2.1900,48.8534
France,24/01/2021,1141939,2.1900,48.8534
France,24/01/2022,134980694,2.1900,48.8534
France,24/02/2021,4289019,2.1900,48.8534
France,24/02/2022,140563637,2.1900,48.8534
France,24/03/2021,9726566,2.1900,48.8534
France,24/03/2022,141554273,2.1900,48.8534
France,24/04/2021,19955742,2.1900,48.8534
France,24/05/2021,33707081,2.1900,48.8534
France,24/06/2021,51691061,2.1900,48.8534
France,24/07/2021,70227481,2.1900,48.8534
France,24/08/2021,85708825,2.1900,48.8534
France,24/09/2021,94710889,2.1900,48.8534
France,24/10/2021,98891022,2.1900,48.8534
France,24/11/2021,104245348,2.1900,48.8534
France,24/12/2021,121337696,2.1900,48.8534
France,25/01/2021,1221368,2.1900,48.8534
France,25/01/2022,135295226,2.1900,48.8534
France,25/02/2021,4480829,2.1900,48.8534
France,25/02/2022,140667807,2.1900,48.8534
France,25/03/2021,10112989,2.1900,48.8534
France,25/03/2022,141604288,2.1900,48.8534
France,25/04/2021,20064087,2.1900,48.8534
France,25/05/2021,34298511,2.1900,48.8534
France,25/06/2021,52441919,2.1900,48.8534
France,25/07/2021,70428791,2.1900,48.8534
France,25/08/2021,86212679,2.1900,48.8534
France,25/09/2021,94877675,2.1900,48.8534
France,25/10/2021,99035608,2.1900,48.8534
France,25/11/2021,104576006,2.1900,48.8534
France,25/12/2021,121349476,2.1900,48.8534
France,26/01/2021,1324843,2.1900,48.8534
France,26/01/2022,135570273,2.1900,48.8534
France,26/02/2021,4665196,2.1900,48.8534
France,26/02/2022,140732850,2.1900,48.8534
France,26/03/2021,10513581,2.1900,48.8534
France,26/03/2022,141632440,2.1900,48.8534
France,26/04/2021,20441454,2.1900,48.8534
France,26/05/2021,34902085,2.1900,48.8534
France,26/06/2021,52966293,2.1900,48.8534
France,26/07/2021,71101087,2.1900,48.8534
France,26/08/2021,86700718,2.1900,48.8534
France,26/09/2021,94903288,2.1900,48.8534
France,26/10/2021,99181512,2.1900,48.8534
France,26/11/2021,105063875,2.1900,48.8534
France,26/12/2021,121417635,2.1900,48.8534
France,27/01/2021,1437726,2.1900,48.8534
France,27/01/2022,135837780,2.1900,48.8534
France,27/02/2021,4739288,2.1900,48.8534
France,27/02/2022,140744083,2.1900,48.8534
France,27/03/2021,10725449,2.1900,48.8534
France,27/03/2022,141636394,2.1900,48.8534
France,27/04/2021,20914156,2.1900,48.8534
France,27/05/2021,35572321,2.1900,48.8534
France,27/06/2021,53178602,2.1900,48.8534
France,27/07/2021,71887116,2.1900,48.8534
France,27/08/2021,87239415,2.1900,48.8534
France,27/09/2021,95061387,2.1900,48.8534
France,27/10/2021,99366999,2.1900,48.8534
France,27/11/2021,105351697,2.1900,48.8534
France,27/12/2020,593,2.1900,48.8534
France,27/12/2021,121982253,2.1900,48.8534
France,28/01/2021,1576457,2.1900,48.8534
France,28/01/2022,136221359,2.1900,48.8534
France,28/02/2021,4749898,2.1900,48.8534
France,28/02/2022,140799304,2.1900,48.8534
France,28/03/2021,10788582,2.1900,48.8534
France,28/03/2022,141666197,2.1900,48.8534
France,28/04/2021,21398008,2.1900,48.8534
France,28/05/2021,36262942,2.1900,48.8534
France,28/06/2021,53787376,2.1900,48.8534
France,28/07/2021,72638183,2.1900,48.8534
France,28/08/2021,87580852,2.1900,48.8534
France,28/09/2021,95227977,2.1900,48.8534
France,28/10/2021,99513783,2.1900,48.8534
France,28/11/2021,105422549,2.1900,48.8534
France,28/12/2020,1242,2.1900,48.8534
France,28/12/2021,122679873,2.1900,48.8534
France,29/01/2021,1685948,2.1900,48.8534
France,29/01/2022,136462978,2.1900,48.8534
France,29/03/2021,11045716,2.1900,48.8534
France,29/04/2021,21952267,2.1900,48.8534
